1 	 TRUE 	 9 	 2615 
1 	 FALSE 	 6 	 1492 
1 	 FALSE 	 9 	 1721 
1 	 FALSE 	 9 	 1839 
1 	 TRUE 	 6 	 2611 
1 	 FALSE 	 9 	 1855 
1 	 FALSE 	 9 	 1964 
1 	 TRUE 	 6 	 2609 
1 	 TRUE 	 9 	 2602 
1 	 TRUE 	 9 	 2500 
1 	 TRUE 	 6 	 2632 
1 	 FALSE 	 9 	 1876 
1 	 TRUE 	 6 	 2520 
1 	 TRUE 	 6 	 2651 
1 	 TRUE 	 9 	 2669 
1 	 TRUE 	 6 	 2582 
1 	 TRUE 	 6 	 2635 
1 	 TRUE 	 9 	 2708 
1 	 TRUE 	 9 	 2675 
1 	 TRUE 	 9 	 2587 
1 	 FALSE 	 9 	 1834 
1 	 FALSE 	 6 	 1771 
1 	 FALSE 	 6 	 1516 
1 	 FALSE 	 9 	 1841 
1 	 FALSE 	 6 	 1590 
1 	 TRUE 	 9 	 2455 
1 	 TRUE 	 9 	 2557 
1 	 FALSE 	 6 	 1510 
1 	 TRUE 	 6 	 2742 
1 	 FALSE 	 9 	 1945 
1 	 FALSE 	 9 	 1853 
1 	 FALSE 	 6 	 1583 
1 	 TRUE 	 6 	 2610 
1 	 TRUE 	 9 	 2347 
1 	 TRUE 	 9 	 2587 
1 	 TRUE 	 6 	 2643 
1 	 FALSE 	 6 	 1469 
1 	 FALSE 	 9 	 2026 
1 	 FALSE 	 6 	 1443 
1 	 TRUE 	 6 	 2596 
1 	 TRUE 	 9 	 2683 
1 	 FALSE 	 6 	 1539 
1 	 TRUE 	 6 	 2562 
1 	 FALSE 	 9 	 1913 
1 	 FALSE 	 6 	 1603 
1 	 FALSE 	 9 	 1923 
1 	 TRUE 	 9 	 2743 
1 	 FALSE 	 9 	 1963 
1 	 FALSE 	 9 	 1961 
1 	 FALSE 	 9 	 1961 
1 	 FALSE 	 6 	 1365 
1 	 FALSE 	 9 	 2051 
1 	 TRUE 	 9 	 2628 
1 	 FALSE 	 6 	 1348 
1 	 FALSE 	 6 	 1613 
1 	 TRUE 	 6 	 2747 
1 	 TRUE 	 6 	 2512 
1 	 FALSE 	 9 	 1934 
1 	 TRUE 	 6 	 2757 
1 	 FALSE 	 6 	 1614 
1 	 FALSE 	 9 	 1936 
1 	 FALSE 	 6 	 1446 
1 	 TRUE 	 6 	 2508 
1 	 TRUE 	 9 	 2664 
1 	 FALSE 	 9 	 1897 
1 	 FALSE 	 6 	 1654 
1 	 TRUE 	 9 	 2640 
1 	 TRUE 	 9 	 2592 
1 	 TRUE 	 6 	 2562 
1 	 TRUE 	 6 	 2642 
1 	 TRUE 	 9 	 2564 
1 	 TRUE 	 9 	 2652 
1 	 TRUE 	 6 	 2474 
1 	 FALSE 	 9 	 1874 
1 	 TRUE 	 6 	 2528 
1 	 FALSE 	 9 	 1793 
1 	 FALSE 	 6 	 1584 
1 	 TRUE 	 9 	 2607 
1 	 FALSE 	 9 	 1812 
1 	 TRUE 	 9 	 2728 
1 	 FALSE 	 9 	 1849 
1 	 FALSE 	 6 	 1445 
1 	 FALSE 	 9 	 1855 
1 	 FALSE 	 9 	 1874 
1 	 FALSE 	 6 	 1423 
1 	 TRUE 	 6 	 2659 
1 	 FALSE 	 9 	 2015 
1 	 TRUE 	 9 	 2544 
1 	 TRUE 	 6 	 2667 
1 	 TRUE 	 9 	 2489 
1 	 TRUE 	 6 	 2548 
1 	 FALSE 	 9 	 1926 
1 	 FALSE 	 9 	 1954 
1 	 TRUE 	 9 	 2825 
1 	 TRUE 	 9 	 2613 
1 	 TRUE 	 9 	 2551 
1 	 TRUE 	 6 	 2498 
1 	 TRUE 	 9 	 2653 
1 	 TRUE 	 6 	 2624 
1 	 FALSE 	 9 	 1883 
1 	 TRUE 	 6 	 2735 
1 	 TRUE 	 6 	 2800 
1 	 TRUE 	 6 	 2607 
1 	 TRUE 	 6 	 2572 
1 	 FALSE 	 6 	 1401 
1 	 FALSE 	 9 	 1801 
1 	 TRUE 	 9 	 2591 
1 	 FALSE 	 6 	 1434 
1 	 FALSE 	 9 	 1955 
1 	 TRUE 	 9 	 2726 
1 	 FALSE 	 9 	 2150 
1 	 FALSE 	 6 	 1488 
1 	 TRUE 	 9 	 2574 
1 	 TRUE 	 6 	 2508 
1 	 TRUE 	 6 	 2571 
1 	 FALSE 	 6 	 1474 
1 	 FALSE 	 6 	 1749 
1 	 TRUE 	 6 	 2673 
1 	 TRUE 	 6 	 2701 
1 	 FALSE 	 9 	 1785 
1 	 FALSE 	 6 	 1371 
1 	 TRUE 	 9 	 2508 
1 	 FALSE 	 6 	 1473 
1 	 FALSE 	 6 	 1434 
1 	 TRUE 	 6 	 2569 
1 	 FALSE 	 6 	 1559 
1 	 TRUE 	 6 	 2590 
1 	 TRUE 	 6 	 2609 
1 	 FALSE 	 9 	 1865 
1 	 FALSE 	 6 	 1619 
1 	 TRUE 	 9 	 2760 
1 	 TRUE 	 6 	 2659 
1 	 FALSE 	 6 	 1385 
1 	 TRUE 	 9 	 2384 
1 	 TRUE 	 6 	 2753 
1 	 TRUE 	 6 	 2728 
1 	 FALSE 	 9 	 2001 
1 	 FALSE 	 9 	 2228 
1 	 FALSE 	 6 	 1421 
1 	 FALSE 	 9 	 1895 
1 	 TRUE 	 9 	 2664 
1 	 TRUE 	 6 	 2502 
1 	 TRUE 	 9 	 2577 
1 	 TRUE 	 6 	 2549 
1 	 FALSE 	 6 	 1447 
1 	 TRUE 	 6 	 2762 
1 	 FALSE 	 6 	 1632 
1 	 TRUE 	 6 	 2534 
1 	 FALSE 	 9 	 1960 
1 	 FALSE 	 6 	 1516 
1 	 FALSE 	 6 	 1390 
1 	 FALSE 	 6 	 1541 
1 	 FALSE 	 9 	 1879 
1 	 FALSE 	 9 	 1651 
1 	 FALSE 	 6 	 1462 
1 	 TRUE 	 9 	 2615 
1 	 FALSE 	 9 	 1908 
1 	 FALSE 	 9 	 1850 
1 	 TRUE 	 6 	 2581 
1 	 TRUE 	 6 	 2622 
1 	 TRUE 	 9 	 2676 
1 	 TRUE 	 9 	 2774 
1 	 TRUE 	 9 	 2502 
1 	 FALSE 	 6 	 1473 
1 	 TRUE 	 9 	 2579 
1 	 FALSE 	 9 	 1905 
1 	 FALSE 	 9 	 1737 
1 	 TRUE 	 6 	 2827 
1 	 FALSE 	 9 	 1924 
1 	 TRUE 	 6 	 2573 
1 	 FALSE 	 6 	 1232 
1 	 FALSE 	 6 	 1478 
1 	 TRUE 	 6 	 2659 
